 , ,Median of matches_played,Mean of matches_played,Std of matches_played,Median of starts,Mean of starts,Std of starts,Median of minutes,Mean of minutes,Std of minutes,Median of non_penalty_goals,Mean of non_penalty_goals,Std of non_penalty_goals,Median of penalty_goals,Mean of penalty_goals,Std of penalty_goals,Median of assists,Mean of assists,Std of assists,Median of yellow_cards,Mean of yellow_cards,Std of yellow_cards,Median of red_cards,Mean of red_cards,Std of red_cards,Median of xG,Mean of xG,Std of xG,Median of npxG,Mean of npxG,Std of npxG,Median of xAG,Mean of xAG,Std of xAG,Median of PrgC,Mean of PrgC,Std of PrgC,Median of PrgP,Mean of PrgP,Std of PrgP,Median of PrgR,Mean of PrgR,Std of PrgR,Median of per90_Gls,Mean of per90_Gls,Std of per90_Gls,Median of per90_Ast,Mean of per90_Ast,Std of per90_Ast,Median of per90_G+A,Mean of per90_G+A,Std of per90_G+A,Median of per90_G-PK,Mean of per90_G-PK,Std of per90_G-PK,Median of per90_G+A-PK,Mean of per90_G+A-PK,Std of per90_G+A-PK,Median of per90_xG,Mean of per90_xG,Std of per90_xG,Median of per90_xAG,Mean of per90_xAG,Std of per90_xAG,Median of per90_xG+xAG,Mean of per90_xG+xAG,Std of per90_xG+xAG,Median of per90_npxG,Mean of per90_npxG,Std of per90_npxG,Median of per90_npxG+xAG,Mean of per90_npxG+xAG,Std of per90_npxG+xAG,Median of GA,Mean of GA,Std of GA,Median of GA90,Mean of GA90,Std of GA90,Median of SoTA,Mean of SoTA,Std of SoTA,Median of Saves,Mean of Saves,Std of Saves,Median of Save%,Mean of Save%,Std of Save%,Median of W,Mean of W,Std of W,Median of D,Mean of D,Std of D,Median of L,Mean of L,Std of L,Median of CS,Mean of CS,Std of CS,Median of CS%,Mean of CS%,Std of CS%,Median of PKatt,Mean of PKatt,Std of PKatt,Median of PKA,Mean of PKA,Std of PKA,Median of PKsv,Mean of PKsv,Std of PKsv,Median of PKm,Mean of PKm,Std of PKm,Median of GK_Save%,Mean of GK_Save%,Std of GK_Save%,Median of Gls,Mean of Gls,Std of Gls,Median of Sh,Mean of Sh,Std of Sh,Median of SoT,Mean of SoT,Std of SoT,Median of SoT%,Mean of SoT%,Std of SoT%,Median of Sh/90,Mean of Sh/90,Std of Sh/90,Median of SoT/90,Mean of SoT/90,Std of SoT/90,Median of G/Sh,Mean of G/Sh,Std of G/Sh,Median of G/SoT,Mean of G/SoT,Std of G/SoT,Median of Dist,Mean of Dist,Std of Dist,Median of FK,Mean of FK,Std of FK,Median of PK,Mean of PK,Std of PK,Median of PKatt,Mean of PKatt,Std of PKatt,Median of xG,Mean of xG,Std of xG,Median of npxG,Mean of npxG,Std of npxG,Median of npxG/Sh,Mean of npxG/Sh,Std of npxG/Sh,Median of G-xG,Mean of G-xG,Std of G-xG,Median of np:G-xG,Mean of np:G-xG,Std of np:G-xG,Median of Pass_Cmp,Mean of Pass_Cmp,Std of Pass_Cmp,Median of Pass_Att,Mean of Pass_Att,Std of Pass_Att,Median of Pass_Cmp%,Mean of Pass_Cmp%,Std of Pass_Cmp%,Median of TotDist,Mean of TotDist,Std of TotDist,Median of PrgDist,Mean of PrgDist,Std of PrgDist,Median of Short_Cmp,Mean of Short_Cmp,Std of Short_Cmp,Median of Short_Att,Mean of Short_Att,Std of Short_Att,Median of Short_Cmp%,Mean of Short_Cmp%,Std of Short_Cmp%,Median of Medium_Cmp,Mean of Medium_Cmp,Std of Medium_Cmp,Median of Medium_Att,Mean of Medium_Att,Std of Medium_Att,Median of Medium_Cmp%,Mean of Medium_Cmp%,Std of Medium_Cmp%,Median of Long_Cmp,Mean of Long_Cmp,Std of Long_Cmp,Median of Long_Att,Mean of Long_Att,Std of Long_Att,Median of Long_Cmp%,Mean of Long_Cmp%,Std of Long_Cmp%,Median of Ast,Mean of Ast,Std of Ast,Median of xAG,Mean of xAG,Std of xAG,Median of xA,Mean of xA,Std of xA,Median of A-xAG,Mean of A-xAG,Std of A-xAG,Median of KP,Mean of KP,Std of KP,Median of 1/3,Mean of 1/3,Std of 1/3,Median of PPA,Mean of PPA,Std of PPA,Median of CrsPA,Mean of CrsPA,Std of CrsPA,Median of PrgP,Mean of PrgP,Std of PrgP,Median of Pass_Live,Mean of Pass_Live,Std of Pass_Live,Median of Pass_Dead,Mean of Pass_Dead,Std of Pass_Dead,Median of Pass_FK,Mean of Pass_FK,Std of Pass_FK,Median of Pass_TB,Mean of Pass_TB,Std of Pass_TB,Median of Pass_Sw,Mean of Pass_Sw,Std of Pass_Sw,Median of Pass_Crs,Mean of Pass_Crs,Std of Pass_Crs,Median of Pass_TI,Mean of Pass_TI,Std of Pass_TI,Median of Pass_CK,Mean of Pass_CK,Std of Pass_CK,Median of Pass_Corner_In,Mean of Pass_Corner_In,Std of Pass_Corner_In,Median of Pass_Corner_Out,Mean of Pass_Corner_Out,Std of Pass_Corner_Out,Median of Pass_Corner_Str,Mean of Pass_Corner_Str,Std of Pass_Corner_Str,Median of Pass_Cmp_outcome,Mean of Pass_Cmp_outcome,Std of Pass_Cmp_outcome,Median of Pass_Off,Mean of Pass_Off,Std of Pass_Off,Median of Pass_Blocks,Mean of Pass_Blocks,Std of Pass_Blocks,Median of SCA,Mean of SCA,Std of SCA,Median of SCA90,Mean of SCA90,Std of SCA90,Median of SCA PassLive,Mean of SCA PassLive,Std of SCA PassLive,Median of SCA PassDead,Mean of SCA PassDead,Std of SCA PassDead,Median of SCA TO,Mean of SCA TO,Std of SCA TO,Median of SCA Sh,Mean of SCA Sh,Std of SCA Sh,Median of SCA Fld,Mean of SCA Fld,Std of SCA Fld,Median of SCA Def,Mean of SCA Def,Std of SCA Def,Median of GCA,Mean of GCA,Std of GCA,Median of GCA90,Mean of GCA90,Std of GCA90,Median of GCA PassLive,Mean of GCA PassLive,Std of GCA PassLive,Median of GCA PassDead,Mean of GCA PassDead,Std of GCA PassDead,Median of GCA TO,Mean of GCA TO,Std of GCA TO,Median of GCA Sh,Mean of GCA Sh,Std of GCA Sh,Median of GCA Fld,Mean of GCA Fld,Std of GCA Fld,Median of GCA Def,Mean of GCA Def,Std of GCA Def,Median of Tkl,Mean of Tkl,Std of Tkl,Median of TklW,Mean of TklW,Std of TklW,Median of Def_3rd,Mean of Def_3rd,Std of Def_3rd,Median of Mid_3rd,Mean of Mid_3rd,Std of Mid_3rd,Median of Att_3rd,Mean of Att_3rd,Std of Att_3rd,Median of Challenges_Tkl,Mean of Challenges_Tkl,Std of Challenges_Tkl,Median of Challenges_Att,Mean of Challenges_Att,Std of Challenges_Att,Median of Challenges_Tkl%,Mean of Challenges_Tkl%,Std of Challenges_Tkl%,Median of Challenges_Lost,Mean of Challenges_Lost,Std of Challenges_Lost,Median of Blocks,Mean of Blocks,Std of Blocks,Median of Blocks_Sh,Mean of Blocks_Sh,Std of Blocks_Sh,Median of Blocks_Pass,Mean of Blocks_Pass,Std of Blocks_Pass,Median of Blocks_Int,Mean of Blocks_Int,Std of Blocks_Int,Median of Blocks_Tkl+Int,Mean of Blocks_Tkl+Int,Std of Blocks_Tkl+Int,Median of Blocks_Clr,Mean of Blocks_Clr,Std of Blocks_Clr,Median of Blocks_Err,Mean of Blocks_Err,Std of Blocks_Err,Median of Touches,Mean of Touches,Std of Touches,Median of Def_Pen,Mean of Def_Pen,Std of Def_Pen,Median of Def_3rd,Mean of Def_3rd,Std of Def_3rd,Median of Mid_3rd,Mean of Mid_3rd,Std of Mid_3rd,Median of Att_3rd,Mean of Att_3rd,Std of Att_3rd,Median of Att_Pen,Mean of Att_Pen,Std of Att_Pen,Median of Live,Mean of Live,Std of Live,Median of Take_Att,Mean of Take_Att,Std of Take_Att,Median of Take_Succ,Mean of Take_Succ,Std of Take_Succ,Median of Take_Succ%,Mean of Take_Succ%,Std of Take_Succ%,Median of Take_Tkld,Mean of Take_Tkld,Std of Take_Tkld,Median of Take_Tkld%,Mean of Take_Tkld%,Std of Take_Tkld%,Median of Carries,Mean of Carries,Std of Carries,Median of Carries_TotDist,Mean of Carries_TotDist,Std of Carries_TotDist,Median of Carries_ProDist,Mean of Carries_ProDist,Std of Carries_ProDist,Median of Carries_ProgC,Mean of Carries_ProgC,Std of Carries_ProgC,Median of Carries_1/3,Mean of Carries_1/3,Std of Carries_1/3,Median of Carries_CPA,Mean of Carries_CPA,Std of Carries_CPA,Median of Carries_Mis,Mean of Carries_Mis,Std of Carries_Mis,Median of Carries_Dis,Mean of Carries_Dis,Std of Carries_Dis,Median of Receiving_Rec,Mean of Receiving_Rec,Std of Receiving_Rec,Median of Receiving_PrgR,Mean of Receiving_PrgR,Std of Receiving_PrgR,Median of Starts,Mean of Starts,Std of Starts,Median of Mn/Start,Mean of Mn/Start,Std of Mn/Start,Median of Compl,Mean of Compl,Std of Compl,Median of Subs,Mean of Subs,Std of Subs,Median of Mn/Sub,Mean of Mn/Sub,Std of Mn/Sub,Median of unSub,Mean of unSub,Std of unSub,Median of PPM,Mean of PPM,Std of PPM,Median of onG,Mean of onG,Std of onG,Median of onGA,Mean of onGA,Std of onGA,Median of onxG,Mean of onxG,Std of onxG,Median of onxGA,Mean of onxGA,Std of onxGA,Median of Fls,Mean of Fls,Std of Fls,Median of Fld,Mean of Fld,Std of Fld,Median of Off,Mean of Off,Std of Off,Median of Crs,Mean of Crs,Std of Crs,Median of OG,Mean of OG,Std of OG,Median of Recov,Mean of Recov,Std of Recov,Median of Aerial_Won,Mean of Aerial_Won,Std of Aerial_Won,Median of Aerial_Lost,Mean of Aerial_Lost,Std of Aerial_Lost,Median of Aerial_Won%,Mean of Aerial_Won%,Std of Aerial_Won%
0,All,23.0,22.657200811359026,10.136975196396461,16.0,16.941176470588236,11.167178800079327,1419.0,1518.369168356998,949.2410584329764,1.0,2.22920892494929,3.352313662719155,0.0,0.1947261663286004,0.8425984394403214,1.0,1.7363083164300204,2.473321094819899,3.0,3.3204868154158214,2.842535183000222,0.0,0.11764705882352941,0.3408993085853566,1.1,2.436105476673428,3.5713907594005634,1.1,2.263894523326572,3.1127254293638167,1.0,1.7545638945233266,2.193422461818703,17.0,28.851926977687626,32.30420039482681,44.0,59.33265720081136,57.58096887040903,30.0,58.65314401622718,71.19981741016905,0.07,0.13833671399594322,0.192531467734607,0.05,0.09965517241379311,0.13771539949751757,0.15,0.2379107505070994,0.26520642394725447,0.07,0.12997971602434077,0.18093198087000875,0.15,0.22947261663286003,0.25253214751614284,0.08,0.14898580121703853,0.17755849202633966,0.07,0.10456389452332657,0.10638203166524235,0.17,0.2536713995943205,0.24002563703998744,0.08,0.14127789046653144,0.16532116396298874,0.17,0.2461663286004057,0.22747935831065724,0.0,2.5172413793103448,10.70645875353803,0.0,0.12841784989858013,0.4818269895001886,0.0,7.387423935091278,31.429331040466238,0.0,4.95131845841785,21.224929335351263,0.0,5.019675456389452,17.787974330675382,0.0,0.6044624746450304,2.7790849895565297,0.0,0.332657200811359,1.4295404195445685,0.0,0.6024340770791075,2.756395769925358,0.0,0.3184584178498986,1.533502572224593,0.0,1.5119675456389452,6.615653307260849,0.0,0.21703853955375255,1.0435407949802953,0.0,0.1947261663286004,0.9745817197758476,0.0,0.016227180527383367,0.1416380833606955,0.0,0.006085192697768763,0.07784893154107368,0.0,0.5718052738336714,5.712174648418689,1.0,2.4239350912778903,3.81599052286232,12.0,20.981744421906694,23.096423706013834,4.0,7.178498985801217,9.088799961174574,28.9,28.14685598377282,20.085392278500553,1.04,1.302758620689655,1.100358818302457,0.29,0.4471399594320487,0.47128493129857657,0.07,0.08391480730223123,0.10866470042151008,0.21,0.23578093306288034,0.25837053629614365,15.7,14.778904665314402,6.785982175216513,0.0,0.5740365111561866,1.8126406126240648,0.0,0.1947261663286004,0.8425984394403214,0.0,0.21703853955375255,0.9280814158064703,1.1,2.436105476673428,3.5713907594005634,1.1,2.263894523326572,3.1127254293638167,0.08,0.09085192697768762,0.07351292943451129,-0.1,-0.01217038539553753,1.3844864752600883,-0.1,-0.034685598377281954,1.3617576490892744,494.0,634.8782961460446,549.8324591414608,627.0,786.393509127789,634.0482042586641,78.7,78.23569979716024,8.287743384888321,7596.0,10789.133874239351,9776.107503555066,2329.0,3816.693711967546,4159.294326470339,244.0,305.17444219066937,263.72665002012326,276.0,341.44016227180526,283.27079708518215,88.6,88.0314401622718,6.849414353560288,174.0,259.0770791075051,254.61765960616512,212.0,298.8580121703854,275.0010127876839,84.5,82.77931034482759,10.292031506536457,32.0,54.15415821501014,63.75713389026946,60.0,104.23326572008114,132.39444464343464,53.1,53.91501014198783,15.971741364208897,1.0,1.7363083164300204,2.473321094819899,1.0,1.7545638945233266,2.193422461818703,0.9,1.5531440162271806,1.888523117839849,-0.1,-0.018255578093306295,1.1317621519972363,9.0,15.955375253549695,18.48032453255112,29.0,47.29006085192698,50.34925826183157,8.0,13.72210953346856,16.16926026924685,1.0,2.864097363083164,4.382127069019992,44.0,59.33265720081136,57.58096887040903,567.0,713.7565922920893,584.24025572073,38.0,69.70588235294117,87.24104949712672,8.0,18.906693711967545,27.440464302183585,1.0,2.685598377281947,4.541199778003297,2.0,4.073022312373225,5.939630438798456,10.0,26.6105476673428,42.32268667298634,5.0,27.223123732251523,54.772616748764314,0.0,8.32657200811359,23.06302878111027,0.0,4.064908722109534,11.76306771358281,0.0,2.436105476673428,8.82061947321678,0.0,0.20081135902636918,0.9295506339134634,494.0,634.8782961460446,549.8324591414608,2.0,2.9310344827586206,3.1175008141208713,12.0,14.728194726166329,13.26876475320238,25.0,37.33265720081136,37.65351893581975,2.11,2.237525354969574,1.470977898374488,19.0,27.344827586206897,26.96344180033797,0.0,3.109533468559838,7.647477557553742,1.0,2.1683569979716024,3.421900523008607,1.0,2.4259634888438133,2.95031611484702,1.0,1.5578093306288032,2.262095956860107,0.0,0.7261663286004056,1.1262142989126513,3.0,4.182555780933063,4.962372641710331,0.19,0.24835699797160243,0.26737495811756173,2.0,2.943204868154158,3.5402476075237845,0.0,0.2616632860040568,0.8004640880838718,0.0,0.3022312373225152,0.7380037147643542,0.0,0.3306288032454361,0.7228943420854069,0.0,0.26369168356997974,0.6371303824649746,0.0,0.08113590263691683,0.2947872455022771,21.0,27.11156186612576,23.827072807457405,13.0,15.922920892494929,14.23032595610164,9.0,13.148073022312373,13.150488465793423,7.0,10.123732251521298,9.578245627150032,2.0,3.839756592292089,4.012262902548741,9.0,12.596348884381339,12.102935327961934,21.0,25.68559837728195,22.789700807676525,47.5,45.69817444219067,21.793923425729965,10.0,13.089249492900608,12.200399252289618,16.0,18.766734279918865,15.33568653130881,3.0,5.979716024340771,7.950277026446481,11.0,12.787018255578094,10.820095437569917,9.0,12.75050709939148,12.701250848491705,30.0,39.86206896551724,34.85377762036517,18.0,31.525354969574035,36.09762432397903,0.0,0.665314401622718,1.0967217190333602,809.0,959.9513184584179,715.6476781568616,37.0,107.02839756592292,200.98363604076533,176.0,315.1926977687627,348.03982663221,315.0,410.13995943204867,369.209051713901,172.0,243.5496957403651,239.4545208294029,23.0,40.2393509127789,47.39004725086923,809.0,959.7342799188641,715.5345664848721,17.0,28.69371196754564,32.88056579077901,8.0,13.089249492900608,15.44845040656342,44.7,43.808113590263694,22.207561498156167,7.0,12.551724137931034,14.897886235896996,41.8,38.70507099391481,21.270675132073684,455.0,549.3833671399594,435.372433183871,2331.0,2903.2839756592293,2280.486718946523,1150.0,1492.9066937119676,1258.2390486196823,17.0,28.851926977687626,32.30420039482681,14.0,20.342799188640974,19.981346328305975,3.0,9.198782961460447,16.006510316104084,15.0,21.75659229208925,20.961190962712646,9.0,14.505070993914808,16.067770429978083,511.0,628.421906693712,508.08194685736805,30.0,58.65314401622718,71.19981741016905,16.0,16.941176470588236,11.167178800079327,82.0,78.7789046653144,13.501498005454778,8.0,10.766734279918865,10.232478027819969,4.0,5.716024340770791,5.2036266683411645,18.0,17.68762677484787,11.896222544142718,2.0,4.880324543610548,6.397398345070774,1.29,1.325578093306288,0.593055612775332,24.0,27.669371196754565,20.38546765902057,26.0,27.55578093306288,18.263969818892278,23.3,26.140973630831642,18.230752871717296,24.7,26.04158215010142,17.037996607172516,14.0,16.904665314401623,13.679588324477779,12.0,16.373225152129816,15.708428591202066,1.0,2.920892494929006,4.647736315710088,10.0,26.6105476673428,42.32268667298634,0.0,0.09939148073022312,0.33169255969182787,62.0,74.18052738336714,55.842238090945585,12.0,20.488843813387422,23.827171952500183,16.0,20.44421906693712,20.974709704878986,46.7,47.750507099391484,22.052942228219557
1,Arsenal,27.0,26.80952380952381,10.191266102006402,18.0,19.857142857142858,13.093073414159543,1649.0,1781.5714285714287,1102.7458715147643,2.0,3.619047619047619,3.9809068122249545,0.0,0.47619047619047616,1.3645163106041502,2.0,2.9523809523809526,3.138091625115342,2.0,2.9523809523809526,2.765432886117298,0.0,0.09523809523809523,0.3007926037591192,1.6,3.7142857142857144,4.28780663210058,1.6,3.342857142857143,3.6045209707492933,1.4,2.6619047619047618,3.0691165162756837,17.0,38.95238095238095,42.665531978959535,72.0,99.61904761904762,94.09648037545091,37.0,98.85714285714286,130.50259986463323,0.12,0.18285714285714286,0.18884233786793833,0.17,0.16238095238095238,0.15148943071728674,0.25,0.34523809523809523,0.2807600229309552,0.12,0.15571428571428572,0.1764531503989495,0.25,0.31857142857142856,0.24063012517732923,0.12,0.1980952380952381,0.18162100780523843,0.13,0.13904761904761906,0.1250961534942127,0.24,0.33714285714285713,0.2679392255184533,0.12,0.1757142857142857,0.16512333053119505,0.24,0.31523809523809526,0.23348702421374615,0.0,1.380952380952381,5.2960002877283765,0.0,0.07523809523809524,0.2379625820926275,0.0,3.9523809523809526,15.213402612421032,0.0,2.5714285714285716,9.917516970348116,0.0,6.304761904761905,19.921532977923064,0.0,1.3333333333333333,5.082650227325636,0.0,0.23809523809523808,0.8890872794479687,0.0,0.23809523809523808,1.0910894511799618,0.0,0.8571428571428571,3.4969374356101124,0.0,3.9666666666666663,12.803254794517422,0.0,0.14285714285714285,0.6546536707079772,0.0,0.09523809523809523,0.4364357804719848,0.0,0.047619047619047616,0.2182178902359924,0.0,0.0,0.0,0.0,1.5857142857142856,7.266655744858546,2.0,4.095238095238095,4.742412486327628,17.0,30.714285714285715,29.866608205725097,5.0,9.904761904761905,10.143494279116846,30.4,26.042857142857144,13.041340860071537,1.34,1.631904761904762,1.2234198749718719,0.3,0.5038095238095238,0.436800597418046,0.1,0.09380952380952381,0.0866300288858425,0.32,0.2914285714285714,0.24470974059660386,15.6,14.704761904761904,6.480623132884382,0.0,0.2857142857142857,0.9561828874675149,0.0,0.47619047619047616,1.3645163106041502,0.0,0.47619047619047616,1.3645163106041502,1.6,3.7142857142857144,4.28780663210058,1.6,3.342857142857143,3.6045209707492933,0.09,0.09,0.05079370039680118,0.2,0.38095238095238093,1.5422772278741093,0.0,0.2761904761904762,1.5639388613065288,699.0,900.6666666666666,735.473679565308,785.0,1064.6190476190477,820.1657439926686,83.7,82.6952380952381,6.260149853675724,9583.0,14610.142857142857,12197.281058849609,2564.0,4839.476190476191,4680.440434607064,306.0,457.95238095238096,352.2054054370086,342.0,501.6190476190476,378.5567957639218,90.9,91.06190476190476,4.507158327646834,229.0,368.4761904761905,350.73830971931466,267.0,413.76190476190476,375.52601837448026,85.9,87.3,6.8121949472985595,37.0,55.80952380952381,50.004618834282745,60.0,102.47619047619048,102.65067902728119,54.3,55.60476190476191,13.161173055259026,2.0,2.9523809523809526,3.138091625115342,1.4,2.6619047619047618,3.0691165162756837,0.9,2.742857142857143,3.225921795172882,0.4,0.2904761904761905,1.28487538769515,9.0,24.38095238095238,28.935231449698463,43.0,72.76190476190476,70.97246280206483,14.0,26.0,30.35786553761644,2.0,3.238095238095238,3.9357942261348207,72.0,99.61904761904762,94.09648037545091,759.0,988.3809523809524,777.2768153103807,49.0,72.0952380952381,66.18074097643873,7.0,20.904761904761905,22.549733395108603,3.0,4.9523809523809526,8.315504737995106,2.0,3.0476190476190474,3.9809068122249545,12.0,31.666666666666668,45.58545089536061,6.0,26.095238095238095,51.21123388662371,0.0,12.619047619047619,27.922170743830414,0.0,10.333333333333334,23.29449148046236,0.0,0.047619047619047616,0.2182178902359924,0.0,0.0,0.0,699.0,900.6666666666666,735.473679565308,3.0,4.142857142857143,4.016039271293475,11.0,15.047619047619047,13.617915370849499,28.0,56.333333333333336,59.484731934617756,2.86,2.756190476190476,1.6675145462348333,25.0,44.0,46.29362807125836,1.0,3.9047619047619047,7.006459604570356,1.0,2.761904761904762,3.9230697407102246,1.0,3.142857142857143,3.290679478249352,1.0,1.5714285714285714,2.0389072703639215,0.0,0.9523809523809523,1.4309504001254019,5.0,7.238095238095238,6.985017980683814,0.38,0.40904761904761905,0.347417684666523,3.0,4.9523809523809526,5.324248214313364,0.0,0.7619047619047619,1.1791845447071423,0.0,0.38095238095238093,0.6690433824641326,0.0,0.5238095238095238,0.749603069567329,0.0,0.6190476190476191,1.023532631438318,0.0,0.0,0.0,24.0,28.952380952380953,22.45545855794575,15.0,16.476190476190474,13.117236933207572,9.0,12.19047619047619,9.983080925340872,9.0,11.666666666666666,10.532489417670133,4.0,5.095238095238095,4.979003533888703,11.0,12.904761904761905,10.241605156931026,22.0,25.80952380952381,20.456341431495144,50.0,53.547619047619044,24.91219819782307,7.0,12.904761904761905,12.189769324744262,18.0,19.523809523809526,15.065254885394564,1.0,5.0476190476190474,8.668772637900883,15.0,14.476190476190476,11.156249583166591,12.0,13.857142857142858,12.084228209884628,36.0,42.80952380952381,33.2905678047387,9.0,24.476190476190474,28.945844343565188,0.0,0.8571428571428571,1.2761549390929883,912.0,1251.4285714285713,909.0056969804189,25.0,93.95238095238095,173.762330840282,182.0,318.2857142857143,372.35415169662645,389.0,536.6666666666666,488.0376351607869,239.0,405.42857142857144,369.7405267790605,31.0,70.28571428571429,78.20431117089572,912.0,1250.952380952381,908.7142827198479,14.0,31.857142857142858,36.87720937691153,8.0,13.428571428571429,15.078366717159483,40.2,38.93333333333334,18.807746630931984,6.0,14.476190476190476,17.543144095683214,43.5,41.74285714285714,20.199271556879754,591.0,769.3333333333334,566.7703532590015,3077.0,3833.904761904762,2933.0779721098775,1532.0,1961.5238095238096,1541.1983849929125,17.0,38.95238095238095,42.665531978959535,21.0,27.142857142857142,24.154266112398684,6.0,15.571428571428571,23.06636388460788,13.0,24.952380952380953,21.178942821765656,9.0,17.80952380952381,18.47327542050691,650.0,892.6666666666666,667.295611654485,37.0,98.85714285714286,130.50259986463323,18.0,19.857142857142858,13.093073414159543,80.0,80.95238095238095,7.186627793869601,7.0,12.523809523809524,12.49647569364678,7.0,6.9523809523809526,5.835033765765117,14.0,12.666666666666666,8.748333174572933,3.0,6.666666666666667,8.445906306213285,2.34,2.366190476190476,0.14735929527777306,39.0,47.42857142857143,29.35910664269509,11.0,15.19047619047619,9.677908077777179,37.3,39.70952380952381,24.56037265112044,12.2,14.538095238095238,8.9714255383677,15.0,18.38095238095238,13.70939893093855,13.0,18.666666666666668,16.96565157408737,1.0,4.095238095238095,5.2906026301808184,12.0,31.666666666666668,45.58545089536061,0.0,0.047619047619047616,0.2182178902359924,59.0,83.0,60.381288492379824,15.0,23.80952380952381,28.002891007213965,16.0,23.61904761904762,24.830376941311606,47.6,46.50476190476191,23.169947695031084
